A. Caruso CHI - PG,SG GTD,6.7,12.8,0.528,2.7,3.4,7,0.476,19.5,6.9,5.7,3.4,1.1,2.367,4.6
"Player Note D. Hunter ATL - SF,PF",15.1,33.7,0.447,8.5,4.8,13.5,0.353,43.4,12.2,3.9,2.4,1.1,1.005,9
"New Player Note C. White CHI - PG,SG",18.1,40.3,0.448,4.6,9.4,22.9,0.41,50.2,11.4,14.7,3.4,0.5,2.93,8.2
"Player Note K. Hayes DET - PG,SG",8.3,19.9,0.418,2.8,1.9,6,0.321,21.3,7.1,9.9,2.9,1.7,3.288,5.9
"Player Note C. Okeke ORL - SF,PF",0.9,2.5,0.366,0.1,0.5,1.7,0.326,2.5,1.5,0.5,0.3,0.1,1.988,0.2
"Player Note N. Alexander-Walker MIN - SG,SF",10.1,23.3,0.435,1.6,5.8,15.6,0.371,27.6,8.6,10,3.4,2.3,2.41,6
No new player Notes G. Bitadze ORL - C,4,7.7,0.518,2.6,0.2,0.8,0.291,10.8,8.5,2.5,1.2,2.2,2.121,3.5
Player Note G. Williams DAL - PF,9.6,21.5,0.444,3.3,5.9,14.4,0.41,28.3,11.3,4.8,1.2,2.1,1.733,7.4
"Player Note C. LeVert CLE - SG,SF GTD",11.2,26.7,0.421,5.4,3.7,11,0.339,31.6,8,8.5,2.2,0.9,2.044,5.3
New Player Note R. Jackson DEN - PG,14.3,30,0.476,2.7,4.5,11.9,0.379,35.8,6.7,11.3,1.8,0.8,2.459,5.1
"Player Note C. Kispert WAS - SG,SF",11,24,0.457,4.2,6.1,15.5,0.392,32.2,7.9,4.2,1.3,0.5,1.86,4.4
Player Note J. Strawther DEN - SF,3.5,9.1,0.386,1.4,1.9,5.9,0.326,10.4,2.4,1.7,0.7,0.6,1.928,2.8
"Player Note J. Holiday DEN - SG,SF",4,9,0.438,0.5,2.5,6.4,0.384,10.9,3.5,2.3,1,0.3,2.446,2.7
Player Note G. Dick TOR - SG GTD,2.3,6.2,0.364,1,1.4,4.1,0.333,6.9,2.5,1.6,0.4,0,1.806,1.7
